id,context,question,answers
4, MADDE 4 – (1) Bu Yönetmelikte geçen;   a) AKTS: Avrupa Kredi Transfer Sistemini    b) Fakülte: Gebze Teknik Üniversite bünyesindeki fakülteleri    c) Fakülte kurulu : İlgili fakültenin kurulunu    ç) Fakülte yönetim kurulu : İlgili fakülte yönetim kurulunu    d) Meslek yüksekokulu : Gebze Teknik Üniversite si bünyesindeki meslek yüksekokullarini     e) Meslek yüksekokulu kurulu : İlgili Meslek Yüksekokul Kurulunu    f) Meslek yüksekokulu yönetim kurulu : İlgili meslek yüksekokulu yönetim kurulunu    g) ÖSYM: Ölçme   Seçme ve Yerleştirme Merkezi Başkanlığını    ğ) Rektör: Gebze Teknik Üniversitesi Rektörünü    h) Rektörlük: Gebze Teknik Üniversitesi Rektörlüğünü    ı) Senato: Gebze Teknik Üniversitesi Senatosunu    i) Üniversite: Gebze Teknik Üniversitesini (GTÜ)    j) Üniversite Yönetim Kurulu: Gebze Teknik Üniversitesi Yönetim Kurulunu    k)  Danışman: Öğrenciyi  eğitim -öğretim  ders alma işlemleri ve benzeri konularda  bilgilendirmek ve yönlendirmek üzere görevlendirilen öğretim elemanını    ifade eder.     İKİNCİ BÖLÜM   Eğitim -Öğretim ile İlgili Esaslar   Kayıt -kabul  ve İngilizce yeterlik   ,"Bu yönetmelikte ""Rektör"" ifadesi kim için kullanılmaktadır?","Bu yönetmelikte ""Rektör"" ifadesi  Gebze Teknik Üniversitesi Rektörünü ifade etmektedir."
4, MADDE 4 – (1) Bu Yönetmelikte geçen;   a) AKTS: Avrupa Kredi Transfer Sistemini    b) Fakülte: Gebze Teknik Üniversite bünyesindeki fakülteleri    c) Fakülte kurulu : İlgili fakültenin kurulunu    ç) Fakülte yönetim kurulu : İlgili fakülte yönetim kurulunu    d) Meslek yüksekokulu : Gebze Teknik Üniversite si bünyesindeki meslek yüksekokullarini     e) Meslek yüksekokulu kurulu : İlgili Meslek Yüksekokul Kurulunu    f) Meslek yüksekokulu yönetim kurulu : İlgili meslek yüksekokulu yönetim kurulunu    g) ÖSYM: Ölçme   Seçme ve Yerleştirme Merkezi Başkanlığını    ğ) Rektör: Gebze Teknik Üniversitesi Rektörünü    h) Rektörlük: Gebze Teknik Üniversitesi Rektörlüğünü    ı) Senato: Gebze Teknik Üniversitesi Senatosunu    i) Üniversite: Gebze Teknik Üniversitesini (GTÜ)    j) Üniversite Yönetim Kurulu: Gebze Teknik Üniversitesi Yönetim Kurulunu    k)  Danışman: Öğrenciyi  eğitim -öğretim  ders alma işlemleri ve benzeri konularda  bilgilendirmek ve yönlendirmek üzere görevlendirilen öğretim elemanını    ifade eder.     İKİNCİ BÖLÜM   Eğitim -Öğretim ile İlgili Esaslar   Kayıt -kabul  ve İngilizce yeterlik   ,"Bu yönetmelikte ""Danışman"" kimdir?",Bu yönetmelikte Danışman  öğrenciyi  eğitim -öğretim  ders alma işlemleri ve benzeri konularda bilgilendirmek ve yönlendirmek üzere görevlendirilen öğretim elemanını ifade eder.
5, MADDE 5 – (1) Öğrenci adayları  ÖSYM kılavuzunda belirtilen şartlar da ve tarihlerde kayıt  işlemlerini yaptırır.   (2)  Öğrenci adayları  noter vasıtasıyla vekâlet verdikleri kişiler aracılığıyla kesin kayıt işlemlerini  yaptırabilirler.   (3)  Üniversite nin fakültelerine ve meslek yüksekokulları bölümlerine girebilmek için  öğrenimiyle ilgili ÖSYM  sınavını kazanmış olmak ve ön  lisans programları için başka bir örgün ön   lisans  lisans programları için örgün başka bir lisans programında kayıtlı olmamak şarttır.   (4)  Kayıt olan öğrenciler  Üniversite tarafından düzenlenen ve tarihi ilan edilen İngilizce seviye  tespit sınavına alınırlar. Senato tarafından eş değerliği kabul edilen ulusal ve uluslararası sınavlarda yine  Senato tarafından belirlenen düzeyde başarılı olduklarını belgeleyenler  İngilizce seviye tespit sınavına  girmeden ön  lisans veya lisans öğrencisi olurlar. Söz konusu sınavlarda başarısız olan veya bu sınavlara  katılmayan öğrenciler ise  GTÜ Yabancı Diller Bö lümünde İngilizce hazırlık öğren imine devam ede rler.  (5)  Hazırlık sınıfının ilk yılında yapılan İngilizce yeterlik sınavlarında başarılı olamayan  T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   ÖN LİSANS VE LİSANS EĞİTİM - ÖĞRETİM YÖNETMELİĞİ  Doküman No  YN-0001   Yayın Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-2    Form No: FR -0375 Yayın Tarihi: 21.11.2023  Değ.No:0 Değ.Tarihi: -  2    öğrencilerin İngilizce hazırlık sınıfına devam etme hakkı bulunmaz. Ancak bir sonraki öğretim yılının  başında ve devamında yapılan tüm İngilizce yeterlik sınavlarına girebilirler.   (6)  Dört yarıyıl sonunda İngilizce dil yeterliğini belgeleyemeyen öğrencilerin Üniversite ile ilişiği  kesilir.   (7)  Gerek birinci yıl gerekse ikinci yıl sonunda başarısız olan öğrenciler isterlerse  23/3/2016  tarihli ve 29662 sayılı Resmî Gazete’de yayımlanan Yükseköğretim Kurumlarında Yabancı Dil Öğretimi  ve Yabancı Dille Öğretim Yapılmasında Uyulacak Esaslara İlişkin  Yönetmeliğin 8 inci maddesinin on  beşinci  fıkrası uyarınca  İngilizce öğretimin zorunlu olmadığı üniversitelere yerleştirilmek üzere  ÖSYM’ye başvurabilir veya yatay geçiş yapabilirler.   Öğrenci katkı payı   ,Öğrenci adayları kayıt işlemlerini ne zaman yaptırır?,Öğrenci adayları  ÖSYM kılavuzunda belirtilen şartlar da ve tarihlerde kayıt işlemlerini yaptırır.
5, MADDE 5 – (1) Öğrenci adayları  ÖSYM kılavuzunda belirtilen şartlar da ve tarihlerde kayıt  işlemlerini yaptırır.   (2)  Öğrenci adayları  noter vasıtasıyla vekâlet verdikleri kişiler aracılığıyla kesin kayıt işlemlerini  yaptırabilirler.   (3)  Üniversite nin fakültelerine ve meslek yüksekokulları bölümlerine girebilmek için  öğrenimiyle ilgili ÖSYM  sınavını kazanmış olmak ve ön  lisans programları için başka bir örgün ön   lisans  lisans programları için örgün başka bir lisans programında kayıtlı olmamak şarttır.   (4)  Kayıt olan öğrenciler  Üniversite tarafından düzenlenen ve tarihi ilan edilen İngilizce seviye  tespit sınavına alınırlar. Senato tarafından eş değerliği kabul edilen ulusal ve uluslararası sınavlarda yine  Senato tarafından belirlenen düzeyde başarılı olduklarını belgeleyenler  İngilizce seviye tespit sınavına  girmeden ön  lisans veya lisans öğrencisi olurlar. Söz konusu sınavlarda başarısız olan veya bu sınavlara  katılmayan öğrenciler ise  GTÜ Yabancı Diller Bö lümünde İngilizce hazırlık öğren imine devam ede rler.  (5)  Hazırlık sınıfının ilk yılında yapılan İngilizce yeterlik sınavlarında başarılı olamayan  T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   ÖN LİSANS VE LİSANS EĞİTİM - ÖĞRETİM YÖNETMELİĞİ  Doküman No  YN-0001   Yayın Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-2    Form No: FR -0375 Yayın Tarihi: 21.11.2023  Değ.No:0 Değ.Tarihi: -  2    öğrencilerin İngilizce hazırlık sınıfına devam etme hakkı bulunmaz. Ancak bir sonraki öğretim yılının  başında ve devamında yapılan tüm İngilizce yeterlik sınavlarına girebilirler.   (6)  Dört yarıyıl sonunda İngilizce dil yeterliğini belgeleyemeyen öğrencilerin Üniversite ile ilişiği  kesilir.   (7)  Gerek birinci yıl gerekse ikinci yıl sonunda başarısız olan öğrenciler isterlerse  23/3/2016  tarihli ve 29662 sayılı Resmî Gazete’de yayımlanan Yükseköğretim Kurumlarında Yabancı Dil Öğretimi  ve Yabancı Dille Öğretim Yapılmasında Uyulacak Esaslara İlişkin  Yönetmeliğin 8 inci maddesinin on  beşinci  fıkrası uyarınca  İngilizce öğretimin zorunlu olmadığı üniversitelere yerleştirilmek üzere  ÖSYM’ye başvurabilir veya yatay geçiş yapabilirler.   Öğrenci katkı payı   ,Öğrenci adayları kesin kayıt işlemlerini vekalet ile yaptırabilir mi?,Öğrenci adayları  noter vasıtasıyla vekâlet verdikleri kişiler aracılığıyla kesin kayıt işlemlerini yaptırabilirler.
5, MADDE 5 – (1) Öğrenci adayları  ÖSYM kılavuzunda belirtilen şartlar da ve tarihlerde kayıt  işlemlerini yaptırır.   (2)  Öğrenci adayları  noter vasıtasıyla vekâlet verdikleri kişiler aracılığıyla kesin kayıt işlemlerini  yaptırabilirler.   (3)  Üniversite nin fakültelerine ve meslek yüksekokulları bölümlerine girebilmek için  öğrenimiyle ilgili ÖSYM  sınavını kazanmış olmak ve ön  lisans programları için başka bir örgün ön   lisans  lisans programları için örgün başka bir lisans programında kayıtlı olmamak şarttır.   (4)  Kayıt olan öğrenciler  Üniversite tarafından düzenlenen ve tarihi ilan edilen İngilizce seviye  tespit sınavına alınırlar. Senato tarafından eş değerliği kabul edilen ulusal ve uluslararası sınavlarda yine  Senato tarafından belirlenen düzeyde başarılı olduklarını belgeleyenler  İngilizce seviye tespit sınavına  girmeden ön  lisans veya lisans öğrencisi olurlar. Söz konusu sınavlarda başarısız olan veya bu sınavlara  katılmayan öğrenciler ise  GTÜ Yabancı Diller Bö lümünde İngilizce hazırlık öğren imine devam ede rler.  (5)  Hazırlık sınıfının ilk yılında yapılan İngilizce yeterlik sınavlarında başarılı olamayan  T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   ÖN LİSANS VE LİSANS EĞİTİM - ÖĞRETİM YÖNETMELİĞİ  Doküman No  YN-0001   Yayın Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-2    Form No: FR -0375 Yayın Tarihi: 21.11.2023  Değ.No:0 Değ.Tarihi: -  2    öğrencilerin İngilizce hazırlık sınıfına devam etme hakkı bulunmaz. Ancak bir sonraki öğretim yılının  başında ve devamında yapılan tüm İngilizce yeterlik sınavlarına girebilirler.   (6)  Dört yarıyıl sonunda İngilizce dil yeterliğini belgeleyemeyen öğrencilerin Üniversite ile ilişiği  kesilir.   (7)  Gerek birinci yıl gerekse ikinci yıl sonunda başarısız olan öğrenciler isterlerse  23/3/2016  tarihli ve 29662 sayılı Resmî Gazete’de yayımlanan Yükseköğretim Kurumlarında Yabancı Dil Öğretimi  ve Yabancı Dille Öğretim Yapılmasında Uyulacak Esaslara İlişkin  Yönetmeliğin 8 inci maddesinin on  beşinci  fıkrası uyarınca  İngilizce öğretimin zorunlu olmadığı üniversitelere yerleştirilmek üzere  ÖSYM’ye başvurabilir veya yatay geçiş yapabilirler.   Öğrenci katkı payı   ,Üniversiteye kayıt olabilmek için hangi sınavlarda başarılı olmak gerekir?,Üniversitenin fakültelerine ve meslek yüksekokulları bölümlerine girebilmek için öğrenimiyle ilgili ÖSYM sınavını kazanmış olmak gerekmektedir.
5, MADDE 5 – (1) Öğrenci adayları  ÖSYM kılavuzunda belirtilen şartlar da ve tarihlerde kayıt  işlemlerini yaptırır.   (2)  Öğrenci adayları  noter vasıtasıyla vekâlet verdikleri kişiler aracılığıyla kesin kayıt işlemlerini  yaptırabilirler.   (3)  Üniversite nin fakültelerine ve meslek yüksekokulları bölümlerine girebilmek için  öğrenimiyle ilgili ÖSYM  sınavını kazanmış olmak ve ön  lisans programları için başka bir örgün ön   lisans  lisans programları için örgün başka bir lisans programında kayıtlı olmamak şarttır.   (4)  Kayıt olan öğrenciler  Üniversite tarafından düzenlenen ve tarihi ilan edilen İngilizce seviye  tespit sınavına alınırlar. Senato tarafından eş değerliği kabul edilen ulusal ve uluslararası sınavlarda yine  Senato tarafından belirlenen düzeyde başarılı olduklarını belgeleyenler  İngilizce seviye tespit sınavına  girmeden ön  lisans veya lisans öğrencisi olurlar. Söz konusu sınavlarda başarısız olan veya bu sınavlara  katılmayan öğrenciler ise  GTÜ Yabancı Diller Bö lümünde İngilizce hazırlık öğren imine devam ede rler.  (5)  Hazırlık sınıfının ilk yılında yapılan İngilizce yeterlik sınavlarında başarılı olamayan  T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   ÖN LİSANS VE LİSANS EĞİTİM - ÖĞRETİM YÖNETMELİĞİ  Doküman No  YN-0001   Yayın Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-2    Form No: FR -0375 Yayın Tarihi: 21.11.2023  Değ.No:0 Değ.Tarihi: -  2    öğrencilerin İngilizce hazırlık sınıfına devam etme hakkı bulunmaz. Ancak bir sonraki öğretim yılının  başında ve devamında yapılan tüm İngilizce yeterlik sınavlarına girebilirler.   (6)  Dört yarıyıl sonunda İngilizce dil yeterliğini belgeleyemeyen öğrencilerin Üniversite ile ilişiği  kesilir.   (7)  Gerek birinci yıl gerekse ikinci yıl sonunda başarısız olan öğrenciler isterlerse  23/3/2016  tarihli ve 29662 sayılı Resmî Gazete’de yayımlanan Yükseköğretim Kurumlarında Yabancı Dil Öğretimi  ve Yabancı Dille Öğretim Yapılmasında Uyulacak Esaslara İlişkin  Yönetmeliğin 8 inci maddesinin on  beşinci  fıkrası uyarınca  İngilizce öğretimin zorunlu olmadığı üniversitelere yerleştirilmek üzere  ÖSYM’ye başvurabilir veya yatay geçiş yapabilirler.   Öğrenci katkı payı   ,İngilizce seviye tespit sınavına kimler girmek zorundadır?,Kayıt olan öğrenciler  Üniversite tarafından düzenlenen ve tarihi ilan edilen İngilizce seviye tespit sınavına alınırlar.
5, MADDE 5 – (1) Öğrenci adayları  ÖSYM kılavuzunda belirtilen şartlar da ve tarihlerde kayıt  işlemlerini yaptırır.   (2)  Öğrenci adayları  noter vasıtasıyla vekâlet verdikleri kişiler aracılığıyla kesin kayıt işlemlerini  yaptırabilirler.   (3)  Üniversite nin fakültelerine ve meslek yüksekokulları bölümlerine girebilmek için  öğrenimiyle ilgili ÖSYM  sınavını kazanmış olmak ve ön  lisans programları için başka bir örgün ön   lisans  lisans programları için örgün başka bir lisans programında kayıtlı olmamak şarttır.   (4)  Kayıt olan öğrenciler  Üniversite tarafından düzenlenen ve tarihi ilan edilen İngilizce seviye  tespit sınavına alınırlar. Senato tarafından eş değerliği kabul edilen ulusal ve uluslararası sınavlarda yine  Senato tarafından belirlenen düzeyde başarılı olduklarını belgeleyenler  İngilizce seviye tespit sınavına  girmeden ön  lisans veya lisans öğrencisi olurlar. Söz konusu sınavlarda başarısız olan veya bu sınavlara  katılmayan öğrenciler ise  GTÜ Yabancı Diller Bö lümünde İngilizce hazırlık öğren imine devam ede rler.  (5)  Hazırlık sınıfının ilk yılında yapılan İngilizce yeterlik sınavlarında başarılı olamayan  T.C.   GEBZE TEKNİK ÜNİVERSİTESİ   ÖN LİSANS VE LİSANS EĞİTİM - ÖĞRETİM YÖNETMELİĞİ  Doküman No  YN-0001   Yayın Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-2    Form No: FR -0375 Yayın Tarihi: 21.11.2023  Değ.No:0 Değ.Tarihi: -  2    öğrencilerin İngilizce hazırlık sınıfına devam etme hakkı bulunmaz. Ancak bir sonraki öğretim yılının  başında ve devamında yapılan tüm İngilizce yeterlik sınavlarına girebilirler.   (6)  Dört yarıyıl sonunda İngilizce dil yeterliğini belgeleyemeyen öğrencilerin Üniversite ile ilişiği  kesilir.   (7)  Gerek birinci yıl gerekse ikinci yıl sonunda başarısız olan öğrenciler isterlerse  23/3/2016  tarihli ve 29662 sayılı Resmî Gazete’de yayımlanan Yükseköğretim Kurumlarında Yabancı Dil Öğretimi  ve Yabancı Dille Öğretim Yapılmasında Uyulacak Esaslara İlişkin  Yönetmeliğin 8 inci maddesinin on  beşinci  fıkrası uyarınca  İngilizce öğretimin zorunlu olmadığı üniversitelere yerleştirilmek üzere  ÖSYM’ye başvurabilir veya yatay geçiş yapabilirler.   Öğrenci katkı payı   ,İngilizce hazırlık sınıfında başarısız olan öğrencilerin durumu nedir?,Hazırlık sınıfının ilk yılında yapılan İngilizce yeterlik sınavlarında başarılı olamayan öğrencilerin İngilizce hazırlık sınıfına devam etme hakkı bulunmaz.
6, MADDE 6 – (1) 2547 sayılı Kanunun 46 ncı maddesi ve ilgili diğer mevzuat hükümleri uyarınca  belirlenen öğrenci katkı payı ve/veya öğrenim ücretleri  dönem başlarında akademik takvimde belirtilen  tarihlerde ödenir. Mazeretleri ilgili birim yönetim kurulunca kabul edilenler hariç  süresi içinde katkı  payı ve/veya öğrenim ücretini ödemeyenler o dönem için kayıt yaptıramaz/yeniletemez ve öğrencilik  haklarından yararlanamaz.   (2) Eğitim -öğretim başladıktan sonra  öğrenci katkı payı ve/veya öğrenim ücretini yatırmış olan   Üniversiteden ayrılan  çıkarılan  kaydı silinen veya mezun olanların o yarıyılda ödemiş oldukları öğrenci  katkı payı ve/veya öğrenim ücreti iade edilmez.   Yatay ve dikey geçişler   ,Öğrenci katkı payı ve/veya öğrenim ücretleri ne zaman ödenir?,Öğrenci katkı payı ve/veya öğrenim ücretleri  dönem başlarında akademik takvimde belirtilen tarihlerde ödenir.
6, MADDE 6 – (1) 2547 sayılı Kanunun 46 ncı maddesi ve ilgili diğer mevzuat hükümleri uyarınca  belirlenen öğrenci katkı payı ve/veya öğrenim ücretleri  dönem başlarında akademik takvimde belirtilen  tarihlerde ödenir. Mazeretleri ilgili birim yönetim kurulunca kabul edilenler hariç  süresi içinde katkı  payı ve/veya öğrenim ücretini ödemeyenler o dönem için kayıt yaptıramaz/yeniletemez ve öğrencilik  haklarından yararlanamaz.   (2) Eğitim -öğretim başladıktan sonra  öğrenci katkı payı ve/veya öğrenim ücretini yatırmış olan   Üniversiteden ayrılan  çıkarılan  kaydı silinen veya mezun olanların o yarıyılda ödemiş oldukları öğrenci  katkı payı ve/veya öğrenim ücreti iade edilmez.   Yatay ve dikey geçişler   ,Katkı payı ve/veya öğrenim ücretini süresi içinde ödemeyen öğrencilere ne olur?,Mazeretleri ilgili birim yönetim kurulunca kabul edilenler hariç  süresi içinde katkı payı ve/veya öğrenim ücretini ödemeyenler o dönem için kayıt yaptıramaz/yeniletemez ve öğrencilik haklarından yararlanamaz.
6, MADDE 6 – (1) 2547 sayılı Kanunun 46 ncı maddesi ve ilgili diğer mevzuat hükümleri uyarınca  belirlenen öğrenci katkı payı ve/veya öğrenim ücretleri  dönem başlarında akademik takvimde belirtilen  tarihlerde ödenir. Mazeretleri ilgili birim yönetim kurulunca kabul edilenler hariç  süresi içinde katkı  payı ve/veya öğrenim ücretini ödemeyenler o dönem için kayıt yaptıramaz/yeniletemez ve öğrencilik  haklarından yararlanamaz.   (2) Eğitim -öğretim başladıktan sonra  öğrenci katkı payı ve/veya öğrenim ücretini yatırmış olan   Üniversiteden ayrılan  çıkarılan  kaydı silinen veya mezun olanların o yarıyılda ödemiş oldukları öğrenci  katkı payı ve/veya öğrenim ücreti iade edilmez.   Yatay ve dikey geçişler   ,Eğitim-öğretim başladıktan sonra üniversiteden ayrılan öğrencilerin ödedikleri katkı payı/öğrenim ücretleri iade edilir mi?,Eğitim -öğretim başladıktan sonra  öğrenci katkı payı ve/veya öğrenim ücretini yatırmış olan  Üniversiteden ayrılan  çıkarılan  kaydı silinen veya mezun olanların o yarıyılda ödemiş oldukları öğrenci katkı payı ve/veya öğrenim ücreti iade edilmez.
