id;context;question;answers
13;" MADDE 13 – (1) Üniversitenin meslek yüksekokullarý ön lisans öðretimi ile fakültelerde  yürütülen lisans öðretimi  ilgili kurullar tarafýndan kararlaþtýrýlan ve Senato tarafýndan onaylanan  öðretim planýna göre yapýlýr.   (2) Öðretim planlarý; ilgili bölümün önerisi  ilgili kurullar ve Senato kararý ile belirlenir ve  güncellenebilir. Öðretim planlarý  ön lisans programý için en az 120  lisans programý için en az 240  AKTS kredisi olmak üzere Senato tarafýndan belirlenen esaslar çerçevesinde düzenlenir.   (3) Öðretim planýna dâhil olan staj çalýþmalarý  ön lisans programlarý için meslek yüksekokullarý   lisans programlarý için fakülteler tarafýndan her programýn tabi olduðu ilgili mevzuat hükümlerine göre  yapýlýr.   (4) Ýlgili bölüme kayýtlý tüm öðrencilerin  tabi olduklarý öðretim planýnýn  güncellenmiþ öðretim  planýna intibaký  Senato tarafýndan belirlenen esaslar çerçevesinde yapýlýr.   (5) Mezun olabilmek için öðretim planýnda yer alan tüm derslerin  ön lisans programý için en az  120  lisans programý için en az 240 AKTS kredisinin tamamlanmýþ olmasý gerekir.  Ancak müfredat  deðiþikliðinin  öðrencilerin olasý maðduriyetine yol açmamasý amacýyla 240 AKTS’nin altýndaki  krediler için de mezuniyet kararý verilebilir.   (6) Üniversitenin  meslek yüksekokullarý ön lisans öðretimi ile fakültelerin lisans öðretimi  Senato  tarafýndan onaylanan öðretim planýna göre aþaðýda belirtilen esaslar çerçevesinde yapýlýr:   a) Öðretim planýndaki dersler  zorunlu ve seçmeli derslerden oluþur. Zorunlu dersler  öðrencinin  almak zorunda bulunduðu; seçmeli dersler ise öðrencinin belirli ders gruplarý içinden seçerek almak  zorunda olduðu derslerdir.   b) Öðretim; öðretim planýnda öngörülen dersler  uygulamalar  proje ve stüdyolar  laboratuvar ve  atölye çalýþmalarý  pratik çalýþmalar  eskizler  arazi uygulamalarý  seminerler  bitirme çalýþmasý ve  benzeri çalýþmalardan oluþur.   (7) Kayýtlý olduklarý programda genel not ortalamasý en az 3.00 olan dördüncü sýnýf öðrencileri  talep etmeleri ve danýþmanlarýnýn uygun görmesi durumunda en fazla iki tane 500 kodlu lisansüstü ders  alabilirler. Alýnan 500 kodlu lisansüstü dersi veya dersle ri  ilgili fakülte yönetim kurulu kararý ile lisans  programýnýn seçmeli grubundaki herhangi bir dersin ya da derslerin yerine saydýrýlýrsa  bu ders ya da  dersler lisansüstü öðretimde saydýrýlamaz.   Eðitim -öðretim süresi ve þekli   ";Öðretim planýndaki dersler nelerden oluþur?;Öðretim planýndaki dersler  zorunlu ve seçmeli derslerden oluþur.
13;" MADDE 13 – (1) Üniversitenin meslek yüksekokullarý ön lisans öðretimi ile fakültelerde  yürütülen lisans öðretimi  ilgili kurullar tarafýndan kararlaþtýrýlan ve Senato tarafýndan onaylanan  öðretim planýna göre yapýlýr.   (2) Öðretim planlarý; ilgili bölümün önerisi  ilgili kurullar ve Senato kararý ile belirlenir ve  güncellenebilir. Öðretim planlarý  ön lisans programý için en az 120  lisans programý için en az 240  AKTS kredisi olmak üzere Senato tarafýndan belirlenen esaslar çerçevesinde düzenlenir.   (3) Öðretim planýna dâhil olan staj çalýþmalarý  ön lisans programlarý için meslek yüksekokullarý   lisans programlarý için fakülteler tarafýndan her programýn tabi olduðu ilgili mevzuat hükümlerine göre  yapýlýr.   (4) Ýlgili bölüme kayýtlý tüm öðrencilerin  tabi olduklarý öðretim planýnýn  güncellenmiþ öðretim  planýna intibaký  Senato tarafýndan belirlenen esaslar çerçevesinde yapýlýr.   (5) Mezun olabilmek için öðretim planýnda yer alan tüm derslerin  ön lisans programý için en az  120  lisans programý için en az 240 AKTS kredisinin tamamlanmýþ olmasý gerekir.  Ancak müfredat  deðiþikliðinin  öðrencilerin olasý maðduriyetine yol açmamasý amacýyla 240 AKTS’nin altýndaki  krediler için de mezuniyet kararý verilebilir.   (6) Üniversitenin  meslek yüksekokullarý ön lisans öðretimi ile fakültelerin lisans öðretimi  Senato  tarafýndan onaylanan öðretim planýna göre aþaðýda belirtilen esaslar çerçevesinde yapýlýr:   a) Öðretim planýndaki dersler  zorunlu ve seçmeli derslerden oluþur. Zorunlu dersler  öðrencinin  almak zorunda bulunduðu; seçmeli dersler ise öðrencinin belirli ders gruplarý içinden seçerek almak  zorunda olduðu derslerdir.   b) Öðretim; öðretim planýnda öngörülen dersler  uygulamalar  proje ve stüdyolar  laboratuvar ve  atölye çalýþmalarý  pratik çalýþmalar  eskizler  arazi uygulamalarý  seminerler  bitirme çalýþmasý ve  benzeri çalýþmalardan oluþur.   (7) Kayýtlý olduklarý programda genel not ortalamasý en az 3.00 olan dördüncü sýnýf öðrencileri  talep etmeleri ve danýþmanlarýnýn uygun görmesi durumunda en fazla iki tane 500 kodlu lisansüstü ders  alabilirler. Alýnan 500 kodlu lisansüstü dersi veya dersle ri  ilgili fakülte yönetim kurulu kararý ile lisans  programýnýn seçmeli grubundaki herhangi bir dersin ya da derslerin yerine saydýrýlýrsa  bu ders ya da  dersler lisansüstü öðretimde saydýrýlamaz.   Eðitim -öðretim süresi ve þekli   ";Dördüncü sýnýf öðrencileri lisansüstü ders alabilir mi?;Kayýtlý olduklarý programda genel not ortalamasý en az 3.00 olan dördüncü sýnýf öðrencileri talep etmeleri ve danýþmanlarýnýn uygun görmesi durumunda en fazla iki tane 500 kodlu lisansüstü ders alabilirler.
14; MADDE 14 – (1) Ýngilizce hazýrlýk programýnda geçirilen süre hariç  Üniversitedeki lisans  eðitim -öðretim programlarý sekiz yarýyýl olup  azami bitirme süresi yedi yýldýr. Meslek  Yüksekokullarýnda yürütülen ön  lisans programlarý dört yarýyýl olup azami bitirme süresi dört yýldýr.   (2)  Hazýrlýk eðitim süresi azami iki yýldýr. Öðretim dili tamamen veya kýsmen yabancý dil olan  programlarýn hazýrlýk sýnýfýný iki yýl içinde baþarý ile tamamlayamayan öðrencilerin programdan iliþiði  kesilir.   (3)  Öðretim planlarýndaki zorunlu ve seçmeli derslerin ve derslere baðlý olarak yapýlan proje   laboratuvar  arazi çalýþmasý gibi akademik etkinliklerin süresi bir yarýyýldýr. Bu süre Senato tarafýndan  deðiþtirilebilir.   Ön þart  ve eþ þart   ;Ýngilizce hazýrlýk programýnda geçirilen süre hariç  üniversitedeki lisans eðitim-öðretim programlarýnýn normal süresi kaç yarýyýldýr?;Ýngilizce hazýrlýk programýnda geçirilen süre hariç  Üniversitedeki lisans eðitim-öðretim programlarý sekiz yarýyýldýr.
14; MADDE 14 – (1) Ýngilizce hazýrlýk programýnda geçirilen süre hariç  Üniversitedeki lisans  eðitim -öðretim programlarý sekiz yarýyýl olup  azami bitirme süresi yedi yýldýr. Meslek  Yüksekokullarýnda yürütülen ön  lisans programlarý dört yarýyýl olup azami bitirme süresi dört yýldýr.   (2)  Hazýrlýk eðitim süresi azami iki yýldýr. Öðretim dili tamamen veya kýsmen yabancý dil olan  programlarýn hazýrlýk sýnýfýný iki yýl içinde baþarý ile tamamlayamayan öðrencilerin programdan iliþiði  kesilir.   (3)  Öðretim planlarýndaki zorunlu ve seçmeli derslerin ve derslere baðlý olarak yapýlan proje   laboratuvar  arazi çalýþmasý gibi akademik etkinliklerin süresi bir yarýyýldýr. Bu süre Senato tarafýndan  deðiþtirilebilir.   Ön þart  ve eþ þart   ;Lisans programlarýnýn azami bitirme süresi kaç yýldýr?;Lisans programlarýnýn azami bitirme süresi yedi yýldýr.
14; MADDE 14 – (1) Ýngilizce hazýrlýk programýnda geçirilen süre hariç  Üniversitedeki lisans  eðitim -öðretim programlarý sekiz yarýyýl olup  azami bitirme süresi yedi yýldýr. Meslek  Yüksekokullarýnda yürütülen ön  lisans programlarý dört yarýyýl olup azami bitirme süresi dört yýldýr.   (2)  Hazýrlýk eðitim süresi azami iki yýldýr. Öðretim dili tamamen veya kýsmen yabancý dil olan  programlarýn hazýrlýk sýnýfýný iki yýl içinde baþarý ile tamamlayamayan öðrencilerin programdan iliþiði  kesilir.   (3)  Öðretim planlarýndaki zorunlu ve seçmeli derslerin ve derslere baðlý olarak yapýlan proje   laboratuvar  arazi çalýþmasý gibi akademik etkinliklerin süresi bir yarýyýldýr. Bu süre Senato tarafýndan  deðiþtirilebilir.   Ön þart  ve eþ þart   ;Meslek Yüksekokullarýnda yürütülen ön lisans programlarýnýn normal süresi kaç yarýyýldýr?;Meslek Yüksekokullarýnda yürütülen ön lisans programlarý dört yarýyýldýr.
14; MADDE 14 – (1) Ýngilizce hazýrlýk programýnda geçirilen süre hariç  Üniversitedeki lisans  eðitim -öðretim programlarý sekiz yarýyýl olup  azami bitirme süresi yedi yýldýr. Meslek  Yüksekokullarýnda yürütülen ön  lisans programlarý dört yarýyýl olup azami bitirme süresi dört yýldýr.   (2)  Hazýrlýk eðitim süresi azami iki yýldýr. Öðretim dili tamamen veya kýsmen yabancý dil olan  programlarýn hazýrlýk sýnýfýný iki yýl içinde baþarý ile tamamlayamayan öðrencilerin programdan iliþiði  kesilir.   (3)  Öðretim planlarýndaki zorunlu ve seçmeli derslerin ve derslere baðlý olarak yapýlan proje   laboratuvar  arazi çalýþmasý gibi akademik etkinliklerin süresi bir yarýyýldýr. Bu süre Senato tarafýndan  deðiþtirilebilir.   Ön þart  ve eþ þart   ;Ön lisans programlarýnýn azami bitirme süresi kaç yýldýr?;Ön lisans programlarýnýn azami bitirme süresi dört yýldýr.
14; MADDE 14 – (1) Ýngilizce hazýrlýk programýnda geçirilen süre hariç  Üniversitedeki lisans  eðitim -öðretim programlarý sekiz yarýyýl olup  azami bitirme süresi yedi yýldýr. Meslek  Yüksekokullarýnda yürütülen ön  lisans programlarý dört yarýyýl olup azami bitirme süresi dört yýldýr.   (2)  Hazýrlýk eðitim süresi azami iki yýldýr. Öðretim dili tamamen veya kýsmen yabancý dil olan  programlarýn hazýrlýk sýnýfýný iki yýl içinde baþarý ile tamamlayamayan öðrencilerin programdan iliþiði  kesilir.   (3)  Öðretim planlarýndaki zorunlu ve seçmeli derslerin ve derslere baðlý olarak yapýlan proje   laboratuvar  arazi çalýþmasý gibi akademik etkinliklerin süresi bir yarýyýldýr. Bu süre Senato tarafýndan  deðiþtirilebilir.   Ön þart  ve eþ þart   ;Hazýrlýk eðitim süresi en fazla ne kadar olabilir?;Hazýrlýk eðitim süresi azami iki yýldýr.
15;" MADDE 15 – (1) Bir dersin ön ve eþ þartý; ilgili bölümün önerisi  fakülte veya meslek  yüksekokulu kurulunun teklifi ve Senato kararý ile belirlenir. Ön ve eþ þartlarýn uygulanma þekli Senato  tarafýndan belirlenen esaslar çerçevesinde düzenlenir.   (2) Ön ve eþ þartlarý saðlanmayan derslere kayýt yaptýrýlamaz.   Kredi yükü   ";Bir dersin ön ve eþ þartlarý kimler tarafýndan belirlenir?;"Bir dersin ön ve eþ þartý; ilgili bölümün önerisi  fakülte veya meslek yüksekokulu kurulunun teklifi ve Senato kararý ile belirlenir."
15;" MADDE 15 – (1) Bir dersin ön ve eþ þartý; ilgili bölümün önerisi  fakülte veya meslek  yüksekokulu kurulunun teklifi ve Senato kararý ile belirlenir. Ön ve eþ þartlarýn uygulanma þekli Senato  tarafýndan belirlenen esaslar çerçevesinde düzenlenir.   (2) Ön ve eþ þartlarý saðlanmayan derslere kayýt yaptýrýlamaz.   Kredi yükü   ";Ön ve eþ þartlarýn uygulanma þekli kim tarafýndan düzenlenir?;Ön ve eþ þartlarýn uygulanma þekli Senato tarafýndan belirlenen esaslar çerçevesinde düzenlenir.
15;" MADDE 15 – (1) Bir dersin ön ve eþ þartý; ilgili bölümün önerisi  fakülte veya meslek  yüksekokulu kurulunun teklifi ve Senato kararý ile belirlenir. Ön ve eþ þartlarýn uygulanma þekli Senato  tarafýndan belirlenen esaslar çerçevesinde düzenlenir.   (2) Ön ve eþ þartlarý saðlanmayan derslere kayýt yaptýrýlamaz.   Kredi yükü   ";Hangi durumlarda derslere kayýt yaptýrýlamaz?;Ön ve eþ þartlarý saðlanmayan derslere kayýt yaptýrýlamaz.
16; MADDE 16 -(1) Lisans öðrencilerinin yarýyýllýk asgari kredi yükü 20 AKTS’dir . Ýstisnai  durumlarda  öðrencinin baþvurusu  ilgili bölümün önerisi ve fakülte yönetim kurulu kararý ile asgari  kredi yükü düþürülebilir. 200 AKTS’yi tamamlayan veya çift ana dal ya da yan dal programýna devam  eden öðrencilerin ikinci programý için bu þart aranmaz.   T.C.   GEBZE TEKNÝK ÜNÝVERSÝTESÝ   ÖN LÝSANS VE LÝSANS EÐÝTÝM - ÖÐRETÝM YÖNETMELÝÐÝ  Doküman No  YN-0001   Yayýn Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-4    Form No: FR -0375 Yayýn Tarihi: 21.11.2023  Deð.No:0 Deð.Tarihi: -  4    (2) Öðrencilerin bir yarýyýlda azami kredi yükü 35 AKTS’dir. Çift ana dal ya da yan dal  programýna devam eden öðrenciler için azami toplam 50 AKTS uygulanýr.   (3) Birinci ve ikinci yarýyýldaki öðrenciler  olaðan kredi yükünü aþamazlar ve öðretim planýnda  birinci ve ikinci yarýyýl için belirlenmiþ derslere kayýt yaptýrmalarý esastýr. Olaðan kredi yükleri   bölümlerin öðretim planlarýnda her yarýyýl için belirtilen  sayýlardýr.   (4) Ýkinci yarýyýlýn sonundan itibaren aðýrlýklý genel not ortalamasý 1 99 ve altýnda olan öðrenciler   bir yarýyýlda 30 AKTS’den fazla ders alamaz.   (5) Öðrencinin talebi ve danýþmanýnýn onayý ile genel not ortalamasý  ön lisans öðrencileri için en  az 2 00  lisans öðrencileri için en az 2 50 olmasý halinde azami kredi yükü 40 krediye çýkarýlabilir.  Ayrýca  öðrencinin talebi ve danýþmanýn onayý ile genel not ortalamasý en az 2 00 olan ve 160 AKTS’yi  tamamlamýþ lisans öðrencileri için azami kredi yükü 40 AKTS’ye çýkarýlabilir.   Ders ekleme -çýkarma   ;Lisans öðrencilerinin yarýyýllýk asgari kredi yükü kaç AKTS'dir?;Lisans öðrencilerinin yarýyýllýk asgari kredi yükü 20 AKTS’dir.
16; MADDE 16 -(1) Lisans öðrencilerinin yarýyýllýk asgari kredi yükü 20 AKTS’dir . Ýstisnai  durumlarda  öðrencinin baþvurusu  ilgili bölümün önerisi ve fakülte yönetim kurulu kararý ile asgari  kredi yükü düþürülebilir. 200 AKTS’yi tamamlayan veya çift ana dal ya da yan dal programýna devam  eden öðrencilerin ikinci programý için bu þart aranmaz.   T.C.   GEBZE TEKNÝK ÜNÝVERSÝTESÝ   ÖN LÝSANS VE LÝSANS EÐÝTÝM - ÖÐRETÝM YÖNETMELÝÐÝ  Doküman No  YN-0001   Yayýn Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-4    Form No: FR -0375 Yayýn Tarihi: 21.11.2023  Deð.No:0 Deð.Tarihi: -  4    (2) Öðrencilerin bir yarýyýlda azami kredi yükü 35 AKTS’dir. Çift ana dal ya da yan dal  programýna devam eden öðrenciler için azami toplam 50 AKTS uygulanýr.   (3) Birinci ve ikinci yarýyýldaki öðrenciler  olaðan kredi yükünü aþamazlar ve öðretim planýnda  birinci ve ikinci yarýyýl için belirlenmiþ derslere kayýt yaptýrmalarý esastýr. Olaðan kredi yükleri   bölümlerin öðretim planlarýnda her yarýyýl için belirtilen  sayýlardýr.   (4) Ýkinci yarýyýlýn sonundan itibaren aðýrlýklý genel not ortalamasý 1 99 ve altýnda olan öðrenciler   bir yarýyýlda 30 AKTS’den fazla ders alamaz.   (5) Öðrencinin talebi ve danýþmanýnýn onayý ile genel not ortalamasý  ön lisans öðrencileri için en  az 2 00  lisans öðrencileri için en az 2 50 olmasý halinde azami kredi yükü 40 krediye çýkarýlabilir.  Ayrýca  öðrencinin talebi ve danýþmanýn onayý ile genel not ortalamasý en az 2 00 olan ve 160 AKTS’yi  tamamlamýþ lisans öðrencileri için azami kredi yükü 40 AKTS’ye çýkarýlabilir.   Ders ekleme -çýkarma   ;Hangi durumlarda lisans öðrencilerinin asgari kredi yükü düþürülebilir?;Ýstisnai durumlarda  öðrencinin baþvurusu  ilgili bölümün önerisi ve fakülte yönetim kurulu kararý ile asgari kredi yükü düþürülebilir.
16; MADDE 16 -(1) Lisans öðrencilerinin yarýyýllýk asgari kredi yükü 20 AKTS’dir . Ýstisnai  durumlarda  öðrencinin baþvurusu  ilgili bölümün önerisi ve fakülte yönetim kurulu kararý ile asgari  kredi yükü düþürülebilir. 200 AKTS’yi tamamlayan veya çift ana dal ya da yan dal programýna devam  eden öðrencilerin ikinci programý için bu þart aranmaz.   T.C.   GEBZE TEKNÝK ÜNÝVERSÝTESÝ   ÖN LÝSANS VE LÝSANS EÐÝTÝM - ÖÐRETÝM YÖNETMELÝÐÝ  Doküman No  YN-0001   Yayýn Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-4    Form No: FR -0375 Yayýn Tarihi: 21.11.2023  Deð.No:0 Deð.Tarihi: -  4    (2) Öðrencilerin bir yarýyýlda azami kredi yükü 35 AKTS’dir. Çift ana dal ya da yan dal  programýna devam eden öðrenciler için azami toplam 50 AKTS uygulanýr.   (3) Birinci ve ikinci yarýyýldaki öðrenciler  olaðan kredi yükünü aþamazlar ve öðretim planýnda  birinci ve ikinci yarýyýl için belirlenmiþ derslere kayýt yaptýrmalarý esastýr. Olaðan kredi yükleri   bölümlerin öðretim planlarýnda her yarýyýl için belirtilen  sayýlardýr.   (4) Ýkinci yarýyýlýn sonundan itibaren aðýrlýklý genel not ortalamasý 1 99 ve altýnda olan öðrenciler   bir yarýyýlda 30 AKTS’den fazla ders alamaz.   (5) Öðrencinin talebi ve danýþmanýnýn onayý ile genel not ortalamasý  ön lisans öðrencileri için en  az 2 00  lisans öðrencileri için en az 2 50 olmasý halinde azami kredi yükü 40 krediye çýkarýlabilir.  Ayrýca  öðrencinin talebi ve danýþmanýn onayý ile genel not ortalamasý en az 2 00 olan ve 160 AKTS’yi  tamamlamýþ lisans öðrencileri için azami kredi yükü 40 AKTS’ye çýkarýlabilir.   Ders ekleme -çýkarma   ;Çift ana dal veya yan dal programýna devam eden öðrenciler için asgari kredi yükü þartý aranýr mý?;200 AKTS’yi tamamlayan veya çift ana dal ya da yan dal programýna devam eden öðrencilerin ikinci programý için bu þart aranmaz.
16; MADDE 16 -(1) Lisans öðrencilerinin yarýyýllýk asgari kredi yükü 20 AKTS’dir . Ýstisnai  durumlarda  öðrencinin baþvurusu  ilgili bölümün önerisi ve fakülte yönetim kurulu kararý ile asgari  kredi yükü düþürülebilir. 200 AKTS’yi tamamlayan veya çift ana dal ya da yan dal programýna devam  eden öðrencilerin ikinci programý için bu þart aranmaz.   T.C.   GEBZE TEKNÝK ÜNÝVERSÝTESÝ   ÖN LÝSANS VE LÝSANS EÐÝTÝM - ÖÐRETÝM YÖNETMELÝÐÝ  Doküman No  YN-0001   Yayýn Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-4    Form No: FR -0375 Yayýn Tarihi: 21.11.2023  Deð.No:0 Deð.Tarihi: -  4    (2) Öðrencilerin bir yarýyýlda azami kredi yükü 35 AKTS’dir. Çift ana dal ya da yan dal  programýna devam eden öðrenciler için azami toplam 50 AKTS uygulanýr.   (3) Birinci ve ikinci yarýyýldaki öðrenciler  olaðan kredi yükünü aþamazlar ve öðretim planýnda  birinci ve ikinci yarýyýl için belirlenmiþ derslere kayýt yaptýrmalarý esastýr. Olaðan kredi yükleri   bölümlerin öðretim planlarýnda her yarýyýl için belirtilen  sayýlardýr.   (4) Ýkinci yarýyýlýn sonundan itibaren aðýrlýklý genel not ortalamasý 1 99 ve altýnda olan öðrenciler   bir yarýyýlda 30 AKTS’den fazla ders alamaz.   (5) Öðrencinin talebi ve danýþmanýnýn onayý ile genel not ortalamasý  ön lisans öðrencileri için en  az 2 00  lisans öðrencileri için en az 2 50 olmasý halinde azami kredi yükü 40 krediye çýkarýlabilir.  Ayrýca  öðrencinin talebi ve danýþmanýn onayý ile genel not ortalamasý en az 2 00 olan ve 160 AKTS’yi  tamamlamýþ lisans öðrencileri için azami kredi yükü 40 AKTS’ye çýkarýlabilir.   Ders ekleme -çýkarma   ;Bir öðrencinin bir yarýyýlda alabileceði azami kredi yükü kaç AKTS'dir?;Öðrencilerin bir yarýyýlda azami kredi yükü 35 AKTS’dir.
16; MADDE 16 -(1) Lisans öðrencilerinin yarýyýllýk asgari kredi yükü 20 AKTS’dir . Ýstisnai  durumlarda  öðrencinin baþvurusu  ilgili bölümün önerisi ve fakülte yönetim kurulu kararý ile asgari  kredi yükü düþürülebilir. 200 AKTS’yi tamamlayan veya çift ana dal ya da yan dal programýna devam  eden öðrencilerin ikinci programý için bu þart aranmaz.   T.C.   GEBZE TEKNÝK ÜNÝVERSÝTESÝ   ÖN LÝSANS VE LÝSANS EÐÝTÝM - ÖÐRETÝM YÖNETMELÝÐÝ  Doküman No  YN-0001   Yayýn Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-4    Form No: FR -0375 Yayýn Tarihi: 21.11.2023  Deð.No:0 Deð.Tarihi: -  4    (2) Öðrencilerin bir yarýyýlda azami kredi yükü 35 AKTS’dir. Çift ana dal ya da yan dal  programýna devam eden öðrenciler için azami toplam 50 AKTS uygulanýr.   (3) Birinci ve ikinci yarýyýldaki öðrenciler  olaðan kredi yükünü aþamazlar ve öðretim planýnda  birinci ve ikinci yarýyýl için belirlenmiþ derslere kayýt yaptýrmalarý esastýr. Olaðan kredi yükleri   bölümlerin öðretim planlarýnda her yarýyýl için belirtilen  sayýlardýr.   (4) Ýkinci yarýyýlýn sonundan itibaren aðýrlýklý genel not ortalamasý 1 99 ve altýnda olan öðrenciler   bir yarýyýlda 30 AKTS’den fazla ders alamaz.   (5) Öðrencinin talebi ve danýþmanýnýn onayý ile genel not ortalamasý  ön lisans öðrencileri için en  az 2 00  lisans öðrencileri için en az 2 50 olmasý halinde azami kredi yükü 40 krediye çýkarýlabilir.  Ayrýca  öðrencinin talebi ve danýþmanýn onayý ile genel not ortalamasý en az 2 00 olan ve 160 AKTS’yi  tamamlamýþ lisans öðrencileri için azami kredi yükü 40 AKTS’ye çýkarýlabilir.   Ders ekleme -çýkarma   ;Çift ana dal veya yan dal programýna devam eden öðrenciler için azami kredi yükü kaç AKTS'dir?;Çift ana dal ya da yan dal programýna devam eden öðrenciler için azami toplam 50 AKTS uygulanýr.
16; MADDE 16 -(1) Lisans öðrencilerinin yarýyýllýk asgari kredi yükü 20 AKTS’dir . Ýstisnai  durumlarda  öðrencinin baþvurusu  ilgili bölümün önerisi ve fakülte yönetim kurulu kararý ile asgari  kredi yükü düþürülebilir. 200 AKTS’yi tamamlayan veya çift ana dal ya da yan dal programýna devam  eden öðrencilerin ikinci programý için bu þart aranmaz.   T.C.   GEBZE TEKNÝK ÜNÝVERSÝTESÝ   ÖN LÝSANS VE LÝSANS EÐÝTÝM - ÖÐRETÝM YÖNETMELÝÐÝ  Doküman No  YN-0001   Yayýn Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-4    Form No: FR -0375 Yayýn Tarihi: 21.11.2023  Deð.No:0 Deð.Tarihi: -  4    (2) Öðrencilerin bir yarýyýlda azami kredi yükü 35 AKTS’dir. Çift ana dal ya da yan dal  programýna devam eden öðrenciler için azami toplam 50 AKTS uygulanýr.   (3) Birinci ve ikinci yarýyýldaki öðrenciler  olaðan kredi yükünü aþamazlar ve öðretim planýnda  birinci ve ikinci yarýyýl için belirlenmiþ derslere kayýt yaptýrmalarý esastýr. Olaðan kredi yükleri   bölümlerin öðretim planlarýnda her yarýyýl için belirtilen  sayýlardýr.   (4) Ýkinci yarýyýlýn sonundan itibaren aðýrlýklý genel not ortalamasý 1 99 ve altýnda olan öðrenciler   bir yarýyýlda 30 AKTS’den fazla ders alamaz.   (5) Öðrencinin talebi ve danýþmanýnýn onayý ile genel not ortalamasý  ön lisans öðrencileri için en  az 2 00  lisans öðrencileri için en az 2 50 olmasý halinde azami kredi yükü 40 krediye çýkarýlabilir.  Ayrýca  öðrencinin talebi ve danýþmanýn onayý ile genel not ortalamasý en az 2 00 olan ve 160 AKTS’yi  tamamlamýþ lisans öðrencileri için azami kredi yükü 40 AKTS’ye çýkarýlabilir.   Ders ekleme -çýkarma   ;Birinci ve ikinci yarýyýldaki öðrenciler için kredi yükü konusunda nasýl bir kýsýtlama vardýr?;Birinci ve ikinci yarýyýldaki öðrenciler  olaðan kredi yükünü aþamazlar ve öðretim planýnda birinci ve ikinci yarýyýl için belirlenmiþ derslere kayýt yaptýrmalarý esastýr.
16; MADDE 16 -(1) Lisans öðrencilerinin yarýyýllýk asgari kredi yükü 20 AKTS’dir . Ýstisnai  durumlarda  öðrencinin baþvurusu  ilgili bölümün önerisi ve fakülte yönetim kurulu kararý ile asgari  kredi yükü düþürülebilir. 200 AKTS’yi tamamlayan veya çift ana dal ya da yan dal programýna devam  eden öðrencilerin ikinci programý için bu þart aranmaz.   T.C.   GEBZE TEKNÝK ÜNÝVERSÝTESÝ   ÖN LÝSANS VE LÝSANS EÐÝTÝM - ÖÐRETÝM YÖNETMELÝÐÝ  Doküman No  YN-0001   Yayýn Tarihi  06.12.2017   Revizyon  Tarihi  01.10.2024   Revizyon No  7  Sayfa  10-4    Form No: FR -0375 Yayýn Tarihi: 21.11.2023  Deð.No:0 Deð.Tarihi: -  4    (2) Öðrencilerin bir yarýyýlda azami kredi yükü 35 AKTS’dir. Çift ana dal ya da yan dal  programýna devam eden öðrenciler için azami toplam 50 AKTS uygulanýr.   (3) Birinci ve ikinci yarýyýldaki öðrenciler  olaðan kredi yükünü aþamazlar ve öðretim planýnda  birinci ve ikinci yarýyýl için belirlenmiþ derslere kayýt yaptýrmalarý esastýr. Olaðan kredi yükleri   bölümlerin öðretim planlarýnda her yarýyýl için belirtilen  sayýlardýr.   (4) Ýkinci yarýyýlýn sonundan itibaren aðýrlýklý genel not ortalamasý 1 99 ve altýnda olan öðrenciler   bir yarýyýlda 30 AKTS’den fazla ders alamaz.   (5) Öðrencinin talebi ve danýþmanýnýn onayý ile genel not ortalamasý  ön lisans öðrencileri için en  az 2 00  lisans öðrencileri için en az 2 50 olmasý halinde azami kredi yükü 40 krediye çýkarýlabilir.  Ayrýca  öðrencinin talebi ve danýþmanýn onayý ile genel not ortalamasý en az 2 00 olan ve 160 AKTS’yi  tamamlamýþ lisans öðrencileri için azami kredi yükü 40 AKTS’ye çýkarýlabilir.   Ders ekleme -çýkarma   ;Aðýrlýklý genel not ortalamasý 1 99 ve altýnda olan öðrenciler  bir yarýyýlda en fazla kaç AKTS ders alabilir?;Ýkinci yarýyýlýn sonundan itibaren aðýrlýklý genel not ortalamasý 1 99 ve altýnda olan öðrenciler  bir yarýyýlda 30 AKTS’den fazla ders alamaz.
